region,customer_lifetime_value,response,coverage,education,effective_to_date,employment_status,gender,income,location_code,marital_status,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,policy_type,policy,renew_offer_type,sales_channel,total_claim_amount,vehicle_class,vehicle_size
california,8338,no,premium,high school or below,1/15/11,employed,f,70534,rural,divorced,104,31,71,0,3,personal auto,personal l2,offer3,branch,54,four-door car,medsize
oregon,7247,no,basic,college,1/1/11,employed,m,23541,rural,married,62,12,38,0,2,personal auto,personal l3,offer2,agent,98,two-door car,medsize
oregon,5419,no,basic,master,1/6/11,employed,f,73536,urban,married,67,29,27,0,6,personal auto,personal l1,offer2,branch,172,two-door car,medsize
oregon,20123,no,basic,high school or below,1/26/11,unemployed,m,57544,suburban,single,70,18,23,0,2,personal auto,personal l2,offer1,call center,504,four-door car,small
arizona,12036,yes,basic,bachelor,2/10/11,employed,m,44428,suburban,single,104,17,61,0,2,personal auto,personal l2,offer1,call center,499,suv,medsize
oregon,7547,no,premium,high school or below,2/16/11,unemployed,f,13225,suburban,married,102,34,37,0,3,personal auto,personal l2,offer3,agent,489,four-door car,medsize
arizona,2590,no,basic,college,2/21/11,employed,f,25981,rural,married,65,15,38,1,1,personal auto,personal l3,offer1,agent,77,two-door car,large
washington,10418,no,extended,high school or below,1/12/11,disabled,m,27951,suburban,married,91,32,4,0,2,personal auto,personal l3,offer1,branch,436,four-door car,medsize
oregon,3286,no,extended,high school or below,2/7/11,employed,f,60934,suburban,married,82,15,64,0,1,personal auto,personal l3,offer2,call center,393,two-door car,large
nevada,10408,yes,basic,high school or below,2/18/11,retired,m,20228,suburban,divorced,101,3,43,1,2,personal auto,personal l2,offer1,branch,523,suv,medsize
arizona,10189,no,premium,college,1/21/11,unemployed,m,90134,suburban,single,101,15,90,0,2,personal auto,personal l3,offer1,branch,727,four-door car,small
california,13104,no,extended,high school or below,2/7/11,unemployed,m,20049,suburban,single,130,7,31,0,2,personal auto,personal l3,offer1,agent,1430,sports car,medsize
california,7853,no,extended,bachelor,2/21/11,employed,f,42582,suburban,divorced,99,1,57,0,5,corporate auto,corporate l3,offer4,call center,629,four-door car,small
oregon,8044,yes,basic,bachelor,2/19/11,employed,m,71391,urban,married,67,29,39,0,2,personal auto,personal l3,offer2,agent,284,four-door car,medsize
arizona,5531,no,basic,bachelor,1/21/11,employed,m,50648,suburban,married,69,27,50,1,9,personal auto,personal l3,offer1,call center,331,two-door car,medsize
washington,4942,no,basic,college,1/8/11,medical leave,f,23285,rural,married,65,30,22,0,7,personal auto,personal l2,offer2,web,118,two-door car,medsize
arizona,26413,no,extended,high school or below,2/24/11,employed,f,24631,suburban,married,83,25,87,1,2,personal auto,personal l3,offer2,web,398,four-door car,large
california,9567,no,basic,bachelor,1/29/11,employed,m,81410,rural,divorced,119,8,86,0,7,personal auto,personal l2,offer1,branch,221,suv,medsize
oregon,10915,no,premium,high school or below,2/15/11,unemployed,f,51076,suburban,single,155,9,62,1,8,corporate auto,corporate l2,offer1,call center,1116,sports car,medsize
washington,2459,no,basic,high school or below,1/12/11,employed,m,21190,suburban,married,65,24,68,2,1,personal auto,personal l3,offer2,call center,312,four-door car,medsize
arizona,5317,no,basic,college,1/8/11,employed,m,74092,suburban,married,67,17,72,0,3,personal auto,personal l2,offer2,agent,321,four-door car,medsize
arizona,3095,no,extended,master,1/21/11,employed,m,88246,suburban,married,77,3,27,1,1,corporate auto,corporate l3,offer2,agent,428,four-door car,medsize
washington,4250,no,basic,bachelor,2/23/11,employed,f,27608,urban,divorced,108,30,89,0,1,personal auto,personal l3,offer1,branch,308,suv,medsize
california,4362,yes,premium,college,1/3/11,employed,m,58842,suburban,married,110,6,74,0,1,personal auto,personal l2,offer2,branch,528,four-door car,medsize
oregon,4369,no,basic,master,2/11/11,employed,m,40774,urban,married,110,28,59,1,1,personal auto,personal l3,offer1,agent,394,sports car,medsize
arizona,5015,yes,extended,bachelor,2/3/11,employed,f,48567,suburban,single,130,12,15,0,1,personal auto,personal l1,offer2,agent,624,suv,medsize
oregon,11121,no,basic,high school or below,2/17/11,employed,m,44299,suburban,divorced,106,25,76,5,2,personal auto,personal l1,offer1,call center,754,suv,medsize
oregon,2487,no,basic,bachelor,2/21/11,employed,m,69236,rural,married,63,31,83,1,1,personal auto,personal l2,offer3,branch,110,four-door car,medsize
nevada,6842,no,extended,bachelor,2/19/11,disabled,m,25259,suburban,married,87,18,8,0,9,personal auto,personal l1,offer3,agent,417,four-door car,medsize
california,4167,no,basic,college,2/13/11,unemployed,m,99307,rural,married,117,8,64,0,1,corporate auto,corporate l3,offer3,agent,94,sports car,medsize
california,20936,no,basic,college,2/6/11,employed,m,20309,suburban,divorced,181,5,12,0,2,personal auto,personal l3,offer1,agent,1579,luxury car,medsize
arizona,5332,yes,basic,doctor,2/22/11,employed,f,68931,urban,married,66,32,30,0,7,personal auto,personal l1,offer2,branch,309,four-door car,medsize
oregon,9407,no,basic,bachelor,1/7/11,employed,m,31485,rural,married,118,17,79,0,6,personal auto,personal l2,offer2,agent,294,suv,medsize
arizona,5757,yes,basic,master,1/31/11,employed,m,88997,rural,divorced,72,9,71,0,3,personal auto,personal l3,offer2,branch,174,four-door car,small
california,8162,no,premium,high school or below,1/14/11,employed,f,66140,suburban,married,101,11,21,0,3,corporate auto,corporate l2,offer1,call center,484,suv,medsize
oregon,4786,no,basic,high school or below,2/25/11,employed,m,23402,suburban,married,61,4,38,0,7,personal auto,personal l1,offer4,call center,292,four-door car,medsize
oregon,2034,no,basic,bachelor,1/16/11,unemployed,m,25726,suburban,single,62,29,59,2,1,personal auto,personal l1,offer1,web,446,four-door car,medsize
oregon,4880,no,basic,high school or below,1/24/11,employed,m,24398,suburban,married,63,14,79,1,3,personal auto,personal l2,offer2,agent,302,four-door car,large
washington,5291,no,basic,college,2/26/11,employed,f,57338,suburban,single,66,9,85,0,3,personal auto,personal l1,offer1,call center,316,four-door car,small
california,13736,yes,premium,master,2/13/11,disabled,f,16181,suburban,divorced,181,22,79,0,8,personal auto,personal l2,offer1,web,1261,suv,medsize
oregon,5780,yes,basic,high school or below,2/26/11,employed,m,51066,suburban,single,74,23,0,0,8,corporate auto,corporate l3,offer2,call center,787,four-door car,medsize
california,8267,no,basic,high school or below,1/1/11,employed,m,59597,urban,married,69,6,59,0,2,special auto,special l2,offer1,agent,222,two-door car,medsize
oregon,6183,no,extended,bachelor,2/13/11,disabled,m,23712,urban,single,85,2,20,0,3,personal auto,personal l2,offer1,branch,376,four-door car,medsize
california,16979,yes,basic,bachelor,1/17/11,employed,m,35095,suburban,divorced,73,25,56,0,2,personal auto,personal l1,offer2,call center,525,two-door car,small
oregon,22952,no,extended,high school or below,2/15/11,disabled,f,20031,rural,married,86,4,83,0,2,personal auto,personal l3,offer1,branch,109,four-door car,medsize
oregon,5712,no,basic,high school or below,1/28/11,employed,m,24882,suburban,married,72,13,20,0,8,corporate auto,corporate l2,offer4,branch,345,two-door car,large
california,4325,no,basic,college,2/2/11,employed,m,94242,rural,divorced,107,15,70,0,1,personal auto,personal l2,offer2,branch,52,suv,large
nevada,4724,no,basic,college,1/5/11,employed,f,23986,urban,married,119,31,3,0,1,corporate auto,corporate l3,offer2,call center,463,suv,small
oregon,5555,yes,basic,bachelor,2/6/11,employed,m,74015,suburban,single,72,12,61,0,6,personal auto,personal l3,offer2,call center,471,four-door car,small
california,11638,yes,basic,college,1/26/11,medical leave,f,25370,suburban,married,102,10,77,0,2,personal auto,personal l2,offer1,branch,489,sports car,large
arizona,7627,no,extended,high school or below,2/15/11,employed,f,60479,rural,single,96,1,44,0,3,personal auto,personal l3,offer3,call center,85,four-door car,medsize
california,12731,yes,basic,doctor,1/14/11,employed,m,40870,suburban,married,105,3,56,0,2,corporate auto,corporate l3,offer1,agent,504,suv,large
nevada,3265,yes,extended,bachelor,1/26/11,employed,f,25820,suburban,divorced,82,10,69,0,1,personal auto,personal l1,offer1,agent,393,four-door car,medsize
california,2832,no,basic,college,1/29/11,employed,m,37124,suburban,married,72,4,17,0,1,personal auto,personal l3,offer2,branch,430,two-door car,medsize
california,7188,no,extended,high school or below,1/29/11,medical leave,m,13542,suburban,married,94,5,35,0,8,personal auto,personal l3,offer1,web,451,four-door car,small
oregon,4911,no,basic,college,1/10/11,employed,m,52796,suburban,divorced,62,6,17,0,3,corporate auto,corporate l2,offer4,call center,297,four-door car,medsize
oregon,10598,no,extended,bachelor,2/26/11,employed,f,20179,suburban,married,133,29,0,1,5,corporate auto,corporate l3,offer3,agent,638,suv,medsize
oregon,5110,no,basic,bachelor,1/28/11,unemployed,m,98866,suburban,single,74,34,51,0,4,corporate auto,corporate l2,offer1,call center,532,four-door car,medsize
oregon,6369,yes,extended,high school or below,1/20/11,employed,m,34498,suburban,single,83,30,72,0,7,personal auto,personal l2,offer2,branch,398,two-door car,small
nevada,30081,no,basic,bachelor,1/23/11,employed,f,24626,rural,married,108,19,3,0,2,personal auto,personal l3,offer1,call center,225,suv,medsize
washington,2810,no,basic,high school or below,2/11/11,employed,m,20371,suburban,married,71,19,14,1,1,personal auto,personal l2,offer4,call center,340,four-door car,medsize
arizona,5321,no,extended,college,1/13/11,employed,m,67431,suburban,divorced,136,28,17,1,1,personal auto,personal l3,offer2,call center,652,suv,large
california,8256,yes,basic,bachelor,1/25/11,employed,f,62902,rural,married,69,14,94,0,2,personal auto,personal l3,offer2,web,159,two-door car,medsize
oregon,3235,no,extended,master,2/7/11,employed,f,75690,suburban,married,80,17,44,1,1,personal auto,personal l3,offer2,branch,384,four-door car,small
arizona,2753,no,basic,bachelor,2/4/11,employed,f,75277,suburban,married,70,2,48,3,1,corporate auto,corporate l3,offer2,agent,459,two-door car,medsize
california,13211,no,premium,bachelor,1/31/11,employed,m,74656,urban,divorced,111,0,6,0,2,personal auto,personal l2,offer3,call center,504,four-door car,medsize
arizona,6521,yes,extended,college,1/9/11,employed,f,72608,suburban,married,82,26,19,3,8,personal auto,personal l1,offer2,agent,393,four-door car,medsize
oregon,2595,no,basic,high school or below,2/2/11,employed,m,48608,suburban,divorced,67,18,12,0,1,personal auto,personal l1,offer2,agent,321,four-door car,medsize
washington,22399,no,basic,high school or below,1/15/11,employed,f,78494,rural,married,69,21,53,0,2,personal auto,personal l3,offer3,branch,78,two-door car,medsize
arizona,6979,no,extended,bachelor,1/31/11,unemployed,f,21525,suburban,single,94,13,42,0,8,personal auto,personal l3,offer3,agent,1131,four-door car,medsize
oregon,3649,no,basic,master,1/31/11,unemployed,m,22427,suburban,single,100,31,80,0,1,personal auto,personal l3,offer1,agent,480,two-door car,small
oregon,2203,no,basic,college,2/26/11,unemployed,m,58483,suburban,single,72,33,6,2,1,personal auto,personal l3,offer1,call center,518,four-door car,medsize
oregon,46770,no,basic,high school or below,2/1/11,employed,f,64403,rural,single,198,11,86,0,2,corporate auto,corporate l1,offer1,agent,111,luxury suv,small
washington,4369,no,basic,high school or below,2/16/11,employed,f,91775,rural,married,108,9,35,0,1,personal auto,personal l3,offer2,branch,256,suv,large
oregon,3788,no,basic,high school or below,1/10/11,unemployed,f,89997,suburban,single,106,27,89,0,1,personal auto,personal l3,offer1,agent,763,suv,medsize
washington,5838,yes,basic,high school or below,1/6/11,employed,m,81082,urban,married,73,5,85,0,4,corporate auto,corporate l3,offer2,agent,281,four-door car,large
nevada,5320,no,basic,bachelor,2/12/11,employed,m,77524,rural,married,68,12,95,3,6,corporate auto,corporate l2,offer3,call center,64,four-door car,small
california,5106,no,basic,college,2/7/11,disabled,f,29894,rural,married,72,9,69,4,3,personal auto,personal l3,offer3,agent,16,four-door car,large
washington,7212,no,basic,bachelor,1/23/11,employed,m,75891,rural,single,61,1,5,0,2,corporate auto,corporate l2,offer2,branch,61,two-door car,medsize
oregon,11833,no,basic,college,1/17/11,disabled,f,16552,suburban,married,103,23,53,0,2,personal auto,personal l3,offer2,call center,494,suv,small
california,6013,no,extended,college,2/9/11,unemployed,f,40717,suburban,single,84,8,30,0,7,personal auto,personal l1,offer3,agent,604,four-door car,small
california,2582,yes,basic,bachelor,2/14/11,employed,f,76731,urban,married,64,2,68,0,1,personal auto,personal l3,offer2,agent,201,four-door car,medsize
california,3740,no,basic,high school or below,2/9/11,unemployed,m,58376,suburban,married,104,27,13,1,1,personal auto,personal l2,offer2,agent,499,suv,large
arizona,51426,no,basic,college,1/9/11,employed,f,84650,urban,married,185,13,39,3,2,personal auto,personal l2,offer1,agent,660,luxury car,medsize
oregon,4807,no,basic,college,1/29/11,unemployed,f,62261,suburban,single,69,4,69,0,9,personal auto,personal l2,offer1,agent,496,four-door car,medsize
oregon,14808,no,basic,college,2/22/11,employed,f,41440,suburban,married,62,20,80,1,2,personal auto,personal l3,offer3,agent,297,four-door car,small
oregon,3591,no,extended,college,2/5/11,employed,m,28013,suburban,divorced,91,16,13,0,1,personal auto,personal l1,offer2,branch,655,four-door car,medsize
oregon,8826,no,basic,college,2/24/11,employed,f,26320,suburban,married,111,3,92,0,9,corporate auto,corporate l2,offer1,web,603,suv,large
washington,2254,no,basic,bachelor,1/2/11,unemployed,f,58253,suburban,single,65,5,95,0,1,personal auto,personal l3,offer1,branch,768,two-door car,medsize
california,7731,no,extended,college,2/11/11,employed,f,37386,suburban,married,97,1,4,0,3,corporate auto,corporate l1,offer1,branch,465,four-door car,large
california,4458,yes,basic,bachelor,1/2/11,retired,m,17622,suburban,divorced,65,1,36,1,3,personal auto,personal l3,offer1,agent,312,four-door car,medsize
oregon,5794,no,basic,bachelor,1/10/11,employed,m,70524,suburban,married,73,18,5,0,4,personal auto,personal l2,offer2,web,350,four-door car,medsize
california,2468,no,basic,bachelor,1/8/11,employed,m,65876,rural,married,63,1,52,1,1,personal auto,personal l2,offer2,agent,44,two-door car,medsize
oregon,3874,no,extended,bachelor,2/23/11,employed,m,26670,suburban,married,98,23,13,0,1,corporate auto,corporate l3,offer4,call center,541,four-door car,small
nevada,11790,no,basic,college,1/3/11,retired,m,25251,suburban,divorced,66,13,43,0,2,corporate auto,corporate l3,offer2,web,316,four-door car,medsize
arizona,12174,no,premium,college,1/12/11,employed,m,88184,rural,married,104,5,97,3,2,personal auto,personal l3,offer1,agent,240,four-door car,medsize
oregon,2413,no,basic,bachelor,1/10/11,unemployed,f,57559,suburban,single,68,6,35,0,1,personal auto,personal l2,offer3,web,379,four-door car,medsize
oregon,8427,no,basic,bachelor,2/28/11,employed,m,20662,suburban,married,72,10,99,0,2,personal auto,personal l1,offer4,agent,373,two-door car,medsize
california,9445,no,extended,college,1/10/11,employed,m,76837,rural,divorced,78,2,12,0,2,corporate auto,corporate l2,offer4,call center,23,four-door car,small
arizona,9656,no,extended,college,2/12/11,employed,m,29504,suburban,single,125,16,29,0,9,personal auto,personal l3,offer4,web,1224,suv,medsize
california,6696,no,extended,doctor,1/9/11,employed,f,57240,rural,married,83,18,79,0,7,corporate auto,corporate l3,offer2,call center,83,four-door car,medsize
california,3112,no,extended,college,2/24/11,employed,m,33046,rural,married,79,14,26,0,1,personal auto,personal l3,offer4,branch,181,four-door car,medsize
arizona,13144,no,basic,college,1/14/11,unemployed,m,11286,suburban,single,194,23,34,0,7,personal auto,personal l3,offer1,branch,931,luxury suv,small
